Vehiculo;Etiqueta;Matricula;TipoVehiculo;TipoServicio;Sintetizador SIRCI;NivelEmision ;Marca;Accesible;Operador;Modelo;Zona;Concesion
252106;Z25-2106;WGI583;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252107;Z25-2107;WGI584;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252108;Z25-2108;WGI585;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252109;Z25-2109;WGI586;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252110;Z25-2110;WGI587;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252111;Z25-2111;WGI588;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252112;Z25-2112;WGI589;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252113;Z25-2113;VFC844;BUS (40);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
252121;Z25-2121;VFC983;BUS (40);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
252122;Z25-2122;VEY917;BUS (40);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
252124;Z25-2124;VEK291;BUS (40);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
252127;Z25-2127;VEY801;BUS (40);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
252129;Z25-2129;VEX357;BUS (40);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2009;KENNEDY;KENNEDY ZN
252131;Z25-2131;WEV179;BUS (40);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252133;Z25-2133;WGI535;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252134;Z25-2134;WEV159;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252135;Z25-2135;WEV151;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252136;Z25-2136;WEV152;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252137;Z25-2137;WEV153;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252138;Z25-2138;WEV154;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252139;Z25-2139;WEV155;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252140;Z25-2140;WEV157;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252141;Z25-2141;WEV158;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252142;Z25-2142;WEV160;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252143;Z25-2143;WEV161;BUS (40);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252144;Z25-2144;WEV162;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252145;Z25-2145;WEV163;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252146;Z25-2146;WEV164;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252147;Z25-2147;WEV166;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252148;Z25-2148;WEV168;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252149;Z25-2149;WGI499;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252150;Z25-2150;WGI502;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252151;Z25-2151;WGI503;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252152;Z25-2152;WGI508;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252153;Z25-2153;WGI506;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252154;Z25-2154;WGI510;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252155;Z25-2155;WGI512;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252156;Z25-2156;WGI537;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252157;Z25-2157;WGI532;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252158;Z25-2158;WGI544;BUS (40);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252159;Z25-2159;WGI505;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252160;Z25-2160;WGI547;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252161;Z25-2161;WGI548;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252162;Z25-2162;WGI549;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252163;Z25-2163;WGI551;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252164;Z25-2164;WGI552;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252165;Z25-2165;WGI553;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252166;Z25-2166;WGI563;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252167;Z25-2167;WGI564;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252168;Z25-2168;VFC494;BUS (40);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
252169;Z25-2169;VFD757;BUS (40);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
254003;Z25-4003;VEK529;BUS (50);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2008;KENNEDY;KENNEDY ZN
254005;Z25-4005;VEV689;BUS (50);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2009;KENNEDY;KENNEDY ZN
254006;Z25-4006;VEW803;BUS (50);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2009;KENNEDY;KENNEDY ZN
254007;Z25-4007;VEY393;BUS (50);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
254008;Z25-4008;VEY416;BUS (50);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2009;KENNEDY;KENNEDY ZN
254010;Z25-4010;VFE572;BUS (50);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
254012;Z25-4012;VEX595;BUS (50);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2009;KENNEDY;KENNEDY ZN
254022;Z25-4022;VEU526;BUS (50);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2008;KENNEDY;KENNEDY ZN
254036;Z25-4036;SMS599;BUS (50);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2011;KENNEDY;KENNEDY ZN
254040;Z25-4040;SVS540;BUS (50);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2011;KENNEDY;KENNEDY ZN
254042;Z25-4042;VEP578;BUS (50);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2008;KENNEDY;KENNEDY ZN
254050;Z25-4050;SMX881;BUS (50);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
254056;Z25-4056;VEX586;BUS (50);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2009;KENNEDY;KENNEDY ZN
254057;Z25-4057;VEX883;BUS (50);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2009;KENNEDY;KENNEDY ZN
254058;Z25-4058;VFD337;BUS (50);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
254061;Z25-4061;VFB190;BUS (50);URBANO;NO;(<) A EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
254062;Z25-4062;VFD197;BUS (50);URBANO;NO;(<) A EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
254063;Z25-4063;VFD198;BUS (50);URBANO;NO;(<) A EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
254064;Z25-4064;VFD199;BUS (50);URBANO;NO;(<) A EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
254065;Z25-4065;VFB175;BUS (50);URBANO;NO;(<) A EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2009;KENNEDY;KENNEDY ZN
254067;Z25-4067;SMY741;BUS (50);URBANO;NO;(<) A EURO IV;AGRALE;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
254069;Z25-4069;VFD596;BUS (50);URBANO;NO;(<) A EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
254075;Z25-4075;VEY636;BUS (50);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2009;KENNEDY;KENNEDY ZN
254087;Z25-4087;SWS194;BUS (50);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
254088;Z25-4088;VFD981;BUS (50);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
254089;Z25-4089;VFE587;BUS (50);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
254100;Z25-4100;TUO700;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254101;Z25-4101;TUO701;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254102;Z25-4102;TUO702;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254103;Z25-4103;TUO703;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254104;Z25-4104;TUO704;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254105;Z25-4105;TUO705;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254106;Z25-4106;TUO706;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254107;Z25-4107;TUO707;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254108;Z25-4108;TUO708;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254109;Z25-4109;TUO709;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254110;Z25-4110;TUO710;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254111;Z25-4111;TUO711;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254112;Z25-4112;TUO712;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254113;Z25-4113;TUO713;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254114;Z25-4114;TUO714;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254115;Z25-4115;TUO715;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254116;Z25-4116;TUO716;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254117;Z25-4117;TUO717;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254118;Z25-4118;TUO718;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254119;Z25-4119;TUO719;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254120;Z25-4120;TUO720;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254121;Z25-4121;TUO721;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254122;Z25-4122;TUO722;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254123;Z25-4123;TUO723;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254124;Z25-4124;TUO724;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254125;Z25-4125;TUO725;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254126;Z25-4126;TUO726;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254127;Z25-4127;TUO727;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2012;KENNEDY;KENNEDY ZN
254128;Z25-4128;TUO728;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254129;Z25-4129;TUO729;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254130;Z25-4130;TUO730;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254131;Z25-4131;TUO731;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254132;Z25-4132;TUO732;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254133;Z25-4133;TUO733;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254134;Z25-4134;TUO734;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254135;Z25-4135;TUO735;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254136;Z25-4136;TUO736;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254137;Z25-4137;TUO737;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254138;Z25-4138;TUO738;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254139;Z25-4139;TUO739;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254140;Z25-4140;TUO740;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254141;Z25-4141;TUO741;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254142;Z25-4142;TUO742;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254143;Z25-4143;TUO743;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254144;Z25-4144;TUO744;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254145;Z25-4145;TUO745;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254146;Z25-4146;TUO746;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254147;Z25-4147;TUO747;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254148;Z25-4148;TUO748;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254149;Z25-4149;TUO749;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254150;Z25-4150;TUO750;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254151;Z25-4151;TUO751;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254152;Z25-4152;TUO752;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254153;Z25-4153;TUO753;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254154;Z25-4154;TUO754;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254156;Z25-4156;TUO756;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254157;Z25-4157;TUO757;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254158;Z25-4158;TUO758;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254159;Z25-4159;TUO759;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254160;Z25-4160;TUO760;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254161;Z25-4161;TUO761;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254162;Z25-4162;TUO762;BUS (50);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2013;KENNEDY;KENNEDY ZN
254172;Z25-4172;WCL523;BUS (50);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
254173;Z25-4173;WCL524;BUS (50);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
254174;Z25-4174;WCL527;BUS (50);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
254175;Z25-4175;WCL507;BUS (50);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
254176;Z25-4176;WCL531;BUS (50);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
254177;Z25-4177;WCL533;BUS (50);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
254178;Z25-4178;WCL534;BUS (50);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
254179;Z25-4179;WCL535;BUS (50);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
254180;Z25-4180;WCL536;BUS (50);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
254181;Z25-4181;WCL537;BUS (50);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
254182;Z25-4182;WCL539;BUS (50);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
254183;Z25-4183;WCL540;BUS (50);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
254184;Z25-4184;WCL532;BUS (50);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
254185;Z25-4185;WCL538;BUS (50);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
254186;Z25-4186;WCL541;BUS (50);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
254187;Z25-4187;WCL542;BUS (50);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
254188;Z25-4188;WCL543;BUS (50);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
254189;Z25-4189;WCL544;BUS (50);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
254190;Z25-4190;WCL545;BUS (50);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
254191;Z25-4191;WCL546;BUS (50);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
254192;Z25-4192;WCL547;BUS (50);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
