Vehiculo;Etiqueta;Matricula;TipoVehiculo;TipoServicio;Sintetizador SIRCI;NivelEmision ;Marca;Accesible;Operador;Modelo;Zona;Concesion
207112;Z20-7112;WEV792;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207113;Z20-7113;WEV793;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207114;Z20-7114;WEV795;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207115;Z20-7115;WEV798;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207116;Z20-7116;WEV799;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207117;Z20-7117;WEV961;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207118;Z20-7118;WEV962;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207119;Z20-7119;WEV963;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207120;Z20-7120;WEV964;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207121;Z20-7121;WEV965;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207122;Z20-7122;WEV966;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207123;Z20-7123;WEV967;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207124;Z20-7124;WEV968;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207125;Z20-7125;WEV969;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207126;Z20-7126;WEV971;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207127;Z20-7127;WEV972;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207128;Z20-7128;WEV973;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207129;Z20-7129;WEV974;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207130;Z20-7130;WEV975;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207131;Z20-7131;WEV976;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207132;Z20-7132;WEV977;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207133;Z20-7133;WEV978;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207134;Z20-7134;WEV980;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207135;Z20-7135;WEV981;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207136;Z20-7136;WEV982;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207137;Z20-7137;WEV984;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207138;Z20-7138;WEV985;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207139;Z20-7139;WEV986;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207140;Z20-7140;WEV987;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207141;Z20-7141;WEV787;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207142;Z20-7142;WEV789;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207143;Z20-7143;WEV790;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207144;Z20-7144;WEV794;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207145;Z20-7145;WEV796;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207146;Z20-7146;WEV797;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207147;Z20-7147;WEV960;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207148;Z20-7148;WEV970;BUS (80);URBANO;SI;EURO V;THOMAS BUILT;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
207149;Z20-7149;VFD223;BUS (80);URBANO;NO;EURO III;MERCEDES BENZ;NO;MASIVO CAPITAL SUBA ORIENTAL;2010;SUBA ORIENTAL;SUBA ORIENTAL ZN
207150;Z20-7150;VFD212;BUS (80);URBANO;NO;EURO III;MERCEDES BENZ;NO;MASIVO CAPITAL SUBA ORIENTAL;2010;SUBA ORIENTAL;SUBA ORIENTAL ZN
207151;Z20-7151;VFD216;BUS (80);URBANO;NO;EURO III;MERCEDES BENZ;NO;MASIVO CAPITAL SUBA ORIENTAL;2010;SUBA ORIENTAL;SUBA ORIENTAL ZN
224000;Z22-4000;VEY342;BUS (50);COMPLEMENTARIO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL SUBA ORIENTAL;2010;SUBA ORIENTAL;SUBA ORIENTAL ZN
224001;Z22-4001;VFA964;BUS (50);COMPLEMENTARIO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL SUBA ORIENTAL;2010;SUBA ORIENTAL;SUBA ORIENTAL ZN
224002;Z22-4002;VFB065;BUS (50);COMPLEMENTARIO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL SUBA ORIENTAL;2010;SUBA ORIENTAL;SUBA ORIENTAL ZN
224004;Z22-4004;VEY339;BUS (50);COMPLEMENTARIO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL SUBA ORIENTAL;2010;SUBA ORIENTAL;SUBA ORIENTAL ZN
224006;Z22-4006;VEU896;BUS (50);COMPLEMENTARIO;NO;(<) A EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL SUBA ORIENTAL;2008;SUBA ORIENTAL;SUBA ORIENTAL ZN
224007;Z22-4007;VEW125;BUS (50);COMPLEMENTARIO;NO;(<) A EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL SUBA ORIENTAL;2008;SUBA ORIENTAL;SUBA ORIENTAL ZN
224009;Z22-4009;VFB189;BUS (50);COMPLEMENTARIO;NO;(<) A EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL SUBA ORIENTAL;2009;SUBA ORIENTAL;SUBA ORIENTAL ZN
224010;Z22-4010;VFB156;BUS (50);COMPLEMENTARIO;NO;(<) A EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL SUBA ORIENTAL;2009;SUBA ORIENTAL;SUBA ORIENTAL ZN
224011;Z22-4011;WDG579;BUS (50);COMPLEMENTARIO;NO;EURO V;MERCEDES BENZ;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
224012;Z22-4012;WDG580;BUS (50);COMPLEMENTARIO;NO;EURO V;MERCEDES BENZ;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2014;SUBA ORIENTAL;SUBA ORIENTAL ZN
224013;Z22-4013;VFA567;BUS (50);COMPLEMENTARIO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL SUBA ORIENTAL;2010;SUBA ORIENTAL;SUBA ORIENTAL ZN
227000;Z22-7000;WNS557;BUS (80);COMPLEMENTARIO;NO;Euro VI - GNC;SCANIA;ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL ZN
227001;Z22-7001;WNS558;BUS (80);COMPLEMENTARIO;NO;Euro VI - GNC;SCANIA;ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL ZN
227002;Z22-7002;WNS559;BUS (80);COMPLEMENTARIO;NO;Euro VI - GNC;SCANIA;ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL ZN
227003;Z22-7003;WMK133;BUS (80);COMPLEMENTARIO;SI;EURO V;VOLVO;ENTRADA BAJA;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL ZN
227004;Z22-7004;WMK125;BUS (80);COMPLEMENTARIO;SI;EURO V;VOLVO;ENTRADA BAJA;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL ZN
227005;Z22-7005;WMK128;BUS (80);COMPLEMENTARIO;SI;EURO V;VOLVO;ENTRADA BAJA;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL ZN
227006;Z22-7006;GUZ413;BUS (80) GAS;COMPLEMENTARIO;NO;Euro VI - GNC;SCANIA;ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2020;SUBA ORIENTAL;SUBA ORIENTAL ZN
252000;Z25-2000;VEW500;BUS (40);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
252002;Z25-2002;VFD980;BUS (40);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
252005;Z25-2005;VFC718;BUS (40);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
252006;Z25-2006;VFC740;BUS (40);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
252009;Z25-2009;SMS758;BUS (40);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
252010;Z25-2010;VEU606;BUS (40);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2009;KENNEDY;KENNEDY ZN
252015;Z25-2015;VFA625;BUS (40);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
252017;Z25-2017;VFB909;BUS (40);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
252019;Z25-2019;WEV169;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252021;Z25-2021;VEP899;BUS (40);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2008;KENNEDY;KENNEDY ZN
252022;Z25-2022;WEV170;BUS (40);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252026;Z25-2026;VFB553;BUS (40);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2010;KENNEDY;KENNEDY ZN
252027;Z25-2027;VEX604;BUS (40);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2009;KENNEDY;KENNEDY ZN
252028;Z25-2028;VEW529;BUS (40);URBANO;NO;(<) A EURO IV;CHEVROLET;NO;MASIVO CAPITAL KENNEDY;2009;KENNEDY;KENNEDY ZN
252029;Z25-2029;WEV171;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252030;Z25-2030;WEV172;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252031;Z25-2031;WEV173;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252032;Z25-2032;WEV174;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252033;Z25-2033;WEV175;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252034;Z25-2034;WEV176;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252035;Z25-2035;WEV177;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252036;Z25-2036;WEV178;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252038;Z25-2038;WEV180;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252039;Z25-2039;WEV181;BUS (40);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252040;Z25-2040;WEV182;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252041;Z25-2041;WEV183;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252042;Z25-2042;WEV184;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252043;Z25-2043;WEV185;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252044;Z25-2044;WEV186;BUS (40);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252045;Z25-2045;WEV187;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252046;Z25-2046;WEV188;BUS (40);URBANO;NO;EURO IV;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252047;Z25-2047;WEV189;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252048;Z25-2048;WEV190;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252049;Z25-2049;WEV191;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252050;Z25-2050;WEV192;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252051;Z25-2051;WEV193;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252052;Z25-2052;WEV194;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252053;Z25-2053;WEV195;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252054;Z25-2054;WEV196;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252055;Z25-2055;WEV197;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252056;Z25-2056;WEV198;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252057;Z25-2057;WEV199;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252058;Z25-2058;WEV200;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252059;Z25-2059;WEV201;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252060;Z25-2060;WEV202;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252061;Z25-2061;WEV203;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252062;Z25-2062;WEV204;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252063;Z25-2063;WEV205;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252064;Z25-2064;WEV206;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252065;Z25-2065;WEV207;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252066;Z25-2066;WEV208;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252067;Z25-2067;WEV865;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252070;Z25-2070;WGI515;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252071;Z25-2071;WGI516;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252072;Z25-2072;WGI517;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252073;Z25-2073;WGI520;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252074;Z25-2074;WGI521;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252075;Z25-2075;WGI522;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252076;Z25-2076;WGI523;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252077;Z25-2077;WGI524;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252078;Z25-2078;WGI519;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252079;Z25-2079;WGI518;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252080;Z25-2080;WGI528;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252081;Z25-2081;WGI530;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252082;Z25-2082;WGI529;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252083;Z25-2083;WGI527;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252084;Z25-2084;WGI525;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252085;Z25-2085;WGI531;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252086;Z25-2086;WGI526;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252087;Z25-2087;WGI533;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252088;Z25-2088;WGI534;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252089;Z25-2089;WGI543;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252090;Z25-2090;WGI541;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252091;Z25-2091;WGI540;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252092;Z25-2092;WGI542;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252093;Z25-2093;WGI539;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252094;Z25-2094;WGI567;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252095;Z25-2095;WGI568;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252096;Z25-2096;WGI569;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252097;Z25-2097;WGI570;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252098;Z25-2098;WGI571;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252099;Z25-2099;WGI572;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252100;Z25-2100;WGI577;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252101;Z25-2101;WGI578;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252102;Z25-2102;WGI579;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252103;Z25-2103;WGI580;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252104;Z25-2104;WGI581;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
252105;Z25-2105;WGI582;BUS (40);URBANO;NO;EURO V;MERCEDES BENZ;NO;MASIVO CAPITAL KENNEDY;2014;KENNEDY;KENNEDY ZN
